<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.03.03	2113.8	2115.0	2097.5	2105.2	265	0	0
2015.03.04	2104.7	2105.2	2087.0	2097.0	288	0	0
2015.03.05	2099.5	2105.0	2095.0	2101.5	181	0	0
2015.03.06	2100.2	2104.5	2067.0	2072.5	474	0	0
2015.03.09	2075.1	2083.6	2067.3	2077.7	301	0	0
2015.03.10	2074.2	2076.0	2042.4	2045.0	381	0	0
2015.03.11	2047.5	2053.0	2039.2	2040.7	209	0	0
2015.03.12	2047.0	2066.6	2043.0	2065.8	285	0	0
2015.03.13	2066.6	2068.8	2040.3	2050.6	411	0	0
2015.03.16	2051.6	2081.5	2047.8	2073.5	456	0	0
2015.03.17	2073.6	2078.8	2063.7	2074.5	294	0	0
2015.03.18	2075.3	2108.0	2060.8	2101.3	685	0	0
2015.03.19	2106.1	2106.3	2085.0	2086.3	229	0	0
2015.03.20	2093.8	2114.5	2092.5	2107.5	304	0	0
2015.03.23	2106.1	2115.0	2101.3	2103.5	249	0	0
2015.03.24	2103.5	2108.8	2090.8	2093.1	257	0	0
2015.03.25	2091.8	2097.1	2060.3	2063.3	452	0	0
2015.03.26	2054.7	2067.3	2041.2	2057.6	494	0	0
2015.03.27	2061.1	2063.0	2049.3	2061.3	273	0	0
2015.03.30	2061.1	2089.5	2059.3	2083.6	380	0	0
2015.03.31	2078.3	2084.0	2064.1	2065.8	274	0	0
2015.04.01	2056.6	2068.3	2047.5	2062.5	358	0	0
2015.04.02	2054.9	2072.5	2052.0	2066.5	295	0	0
2015.04.03	2068.9	2071.5	2046.0	2047.7	299	0	0
2015.04.06	2048.7	2087.8	2046.7	2079.3	517	0	0
2015.04.07	2081.8	2090.5	2073.5	2074.3	266	0	0
2015.04.08	2078.1	2087.5	2072.8	2084.0	236	0	0
2015.04.09	2080.8	2094.0	2074.3	2093.0	273	0	0
2015.04.10	2092.5	2102.8	2090.8	2102.5	141	0	0
2015.04.13	2102.0	2107.8	2092.1	2093.3	228	0	0
2015.04.14	2098.3	2099.3	2082.6	2098.0	332	0	0
2015.04.15	2094.5	2112.1	2094.3	2107.3	229	0	0
2015.04.16	2107.3	2111.3	2096.1	2107.8	300	0	0
2015.04.17	2104.3	2106.8	2071.8	2083.0	488	0	0
2015.04.20	2088.4	2104.8	2086.0	2097.8	283	0	0
2015.04.21	2106.4	2111.8	2094.0	2099.3	286	0	0
2015.04.22	2101.8	2110.0	2086.8	2106.6	417	0	0
2015.04.23	2102.8	2120.6	2093.8	2111.8	447	0	0
2015.04.24	2112.8	2121.0	2110.6	2118.3	154	0	0
2015.04.27	2119.3	2126.0	2106.8	2110.3	295	0	0
2015.04.28	2109.6	2118.6	2094.4	2116.5	416	0	0
2015.04.29	2115.5	2118.7	2096.5	2103.3	323	0	0
2015.04.30	2106.0	2106.0	2076.6	2088.1	410	0	0
2015.05.01	2092.6	2108.7	2089.8	2107.9	226	0	0
2015.05.04	2108.3	2121.2	2104.4	2115.1	269	0	0
2015.05.05	2113.1	2117.8	2087.8	2092.2	392	0	0
2015.05.06	2091.5	2099.2	2066.8	2079.6	530	0	0
2015.05.07	2076.8	2093.2	2062.3	2089.5	492	0	0
2015.05.08	2094.7	2118.0	2090.5	2112.7	371	0	0
2015.05.11	2114.7	2117.7	2100.3	2102.3	225	0	0
2015.05.12	2099.8	2105.2	2083.8	2102.1	406	0	0
2015.05.13	2104.6	2110.6	2095.7	2100.5	258	0	0
2015.05.14	2100.8	2121.8	2096.0	2120.6	319	0	0
2015.05.15	2125.1	2126.1	2116.6	2122.6	166	0	0
2015.05.18	2123.0	2132.0	2115.8	2129.6	259	0	0
2015.05.19	2131.6	2136.9	2124.5	2127.5	208	0	0
2015.05.20	2127.3	2135.0	2117.7	2120.5	279	0	0
2015.05.21	2121.2	2134.3	2119.2	2131.3	202	0	0
2015.05.22	2132.6	2133.1	2125.6	2127.3	98	0	0
2015.05.25	2127.1	2128.3	2121.3	2125.1	121	0	0
2015.05.26	2125.4	2127.1	2098.6	2106.8	385	0	0
2015.05.27	2106.3	2126.4	2103.6	2122.9	291	0	0
2015.05.28	2118.4	2124.6	2112.6	2123.6	189	0	0
2015.05.29	2119.6	2123.6	2104.4	2109.7	286	0	0
2015.06.01	2108.8	2119.4	2102.3	2112.4	307	0	0
2015.06.02	2113.7	2117.7	2096.4	2109.2	382	0	0
2015.06.03	2112.7	2122.2	2108.7	2117.0	228	0	0
2015.06.04	2114.3	2114.5	2092.9	2100.6	296	0	0
2015.06.05	2099.5	2104.1	2085.1	2093.9	325	0	0
2015.06.08	2092.9	2094.9	2077.7	2081.9	235	0	0
2015.06.09	2080.9	2085.8	2070.2	2082.3	299	0	0
2015.06.10	2082.8	2108.8	2081.6	2104.9	324	0	0
2015.06.11	2104.7	2115.4	2104.2	2108.8	184	0	0
2015.06.12	2107.0	2109.0	2091.0	2093.7	228	0	0
2015.06.15	2084.5	2090.2	2072.2	2082.7	343	0	0
2015.06.16	2076.7	2099.4	2071.0	2098.5	351	0	0
2015.06.17	2101.3	2107.5	2088.1	2097.3	349	0	0
2015.06.18	2097.9	2126.8	2094.3	2119.3	437	0	0
2015.06.19	2121.3	2125.5	2105.3	2105.5	247	0	0
2015.06.22	2113.8	2130.2	2111.5	2124.0	273	0	0
2015.06.23	2127.2	2128.2	2119.5	2125.7	160	0	0
2015.06.24	2123.7	2125.5	2107.1	2109.9	231	0	0
2015.06.25	2110.4	2120.6	2100.6	2103.1	328	0	0
2015.06.26	2101.6	2108.8	2094.8	2104.3	254	0	0
2015.06.29	2069.9	2091.2	2055.7	2062.0	632	0	0
2015.06.30	2065.0	2076.8	2055.2	2063.7	420	0	0
2015.07.01	2074.0	2086.0	2068.0	2078.8	313	0	0
2015.07.02	2080.1	2087.3	2070.6	2076.6	300	0	0
2015.07.03	2078.9	2079.3	2071.6	2073.7	103	0	0
2015.07.06	2044.5	2081.0	2042.9	2079.5	413	0	0
